12.5000	0.1314	0.5000	0.0028	0.0041
13.5000	0.1196	0.5000	0.0019	0.0032
14.5000	0.1165	0.5000	0.0015	0.0028
15.5000	0.1154	0.5000	0.0014	0.0030
17.0000	0.1135	1.0000	0.0009	0.0030
19.0000	0.1106	1.0000	0.0009	0.0031
21.5000	0.1105	1.5000	0.0008	0.0032
24.5000	0.1110	1.5000	0.0009	0.0029
27.5000	0.1091	1.5000	0.0010	0.0035
31.5000	0.1095	2.5000	0.0010	0.0025
39.5000	0.1088	4.5000	0.0010	0.0030
57.5000	0.1117	12.5000	0.0015	0.0029



