1.250	0.125	0.750	0.750	0.0015
2.500	0.127	0.500	0.500	0.0015
3.500	0.125	0.500	0.500	0.0015
4.500	0.128	0.500	0.500	0.0015
5.500	0.128	0.500	0.500	0.0015
6.500	0.127	0.500	0.500	0.0015
7.500	0.127	0.500	0.500	0.0015
8.500	0.126	0.500	0.500	0.0015
9.500	0.125	0.500	0.500	0.0015
10.750	0.125	0.750	0.750	0.0015
12.750	0.118	1.250	1.250	0.0015
18.000	0.120	4.000	22.000	0.001
