Bcmass tau  tauerror
6.451801 0.067177214 0.04660825
6.0707707 0.12209209 0.026266556
6.4507103 0.1379181 0.040549625
6.161195 0.046358135 0.041163355
6.1225348 0.06399212 0.035080608
6.285604 0.10606183 0.04328502
6.442762 0.027574625 0.042131808
6.2440186 0.92181647 0.14910117
6.284673 0.08243681 0.048782732
6.108842 0.02508691 0.03749007
6.269029 1.1014495 0.10748984
6.386111 0.034122255 0.023364332
6.329097 0.028524695 0.029888013
6.0933323 0.15042484 0.039938834
6.4089255 0.09649595 0.0692227
6.100627 0.043952603 0.037220385
6.2714863 0.12635103 0.08523247
6.4578075 0.11465943 0.037567165
6.2602463 1.2721838 0.15533768
6.3434577 0.039960016 0.037632138
6.2204375 0.16511779 0.06384798
6.15241 0.06975396 0.034534268
6.2646174 4.2286763 0.38272482
6.217773 0.07726943 0.060577974
6.300164 0.042503167 0.037021555
6.3891873 0.09223492 0.04838588
6.1103106 0.26531768 0.16483779
6.087327 0.19794606 0.038584497
6.2691216 0.43620232 0.14761017
6.0797405 0.05829966 0.045631535
6.4104233 0.038856767 0.03644755
6.2260785 0.42400825 0.1237034
6.1700287 0.08558609 0.054263152
6.1181912 0.08869826 0.0638013
6.4037743 0.046155598 0.039568108
6.180296 0.037359584 0.048386157
6.157479 0.1015161 0.044408508
6.2989006 0.13477552 0.04484053
6.3573046 0.050008528 0.030437099
6.30569 0.15823251 0.059792504
6.155894 0.07411972 0.051976338
6.424621 0.10946856 0.05453096
6.1665845 0.084318265 0.0352255
6.284461 0.067873575 0.037882835
6.18591 0.1487315 0.03059261
6.2212954 1.1948235 0.19245125
6.1292877 0.088842206 0.04768052
6.2070336 0.020711908 0.041417807
6.365287 0.24262221 0.05938161
6.3303432 0.024847632 0.043834303
6.4492335 0.08126113 0.03759828
6.1301155 0.06568282 0.035620384
6.07102 0.08094044 0.04043836
6.1872005 0.09743985 0.03346562
6.3587213 0.63583225 0.22849338
6.211543 0.06972189 0.023802409
6.4394617 0.104718626 0.059739925
6.17734 0.53730845 0.33288532
6.1459236 0.04926354 0.033266526
6.163511 0.079765454 0.09944081
6.1154633 0.027692119 0.03942553
6.197746 0.750189 0.09426981
6.1434574 0.029585037 0.030527188
6.091312 0.73254985 0.085496046
6.1622458 0.104934305 0.032403626
6.2892737 0.057581987 0.04012787
6.1362553 0.08191924 0.05124755
6.359918 0.04130596 0.047087654
6.0726705 0.031258695 0.03286411
6.4107533 0.03560224 0.029311119
6.4089556 0.010277847 0.036934167
6.326826 0.0773879 0.04443063
6.272039 0.1296306 0.05164252
6.228517 0.32122615 0.053979345
6.07598 0.37484485 0.053065386
6.146175 0.058554 0.023698239
6.212396 0.054724094 0.034908973
6.221181 0.021541884 0.025508508
6.311611 0.07379003 0.039581716
6.4835815 0.043436654 0.03014026
6.0701103 0.3031949 0.049521793
6.150267 0.02359626 0.02378437
6.066347 0.06427839 0.038855698
6.4198055 0.026106594 0.03207319
6.056147 0.89930356 0.11481724
6.2615137 0.05683973 0.030488623
6.286388 0.031569228 0.04209228
6.239275 0.06595778 0.024975233
6.200961 0.33286372 0.050041594
6.476003 0.06477674 0.042135347
6.3081107 0.4853206 0.07433405
6.1136136 0.088133015 0.030509658
6.3091745 0.39522585 0.05531724
6.108922 0.06220657 0.025876202
6.0737123 0.14758034 0.033558056
6.3308296 0.057489567 0.04121574
6.384459 0.009006626 0.043616172
6.1356177 0.054549128 0.035206877
6.3510947 0.07105669 0.02896607
6.069986 0.058472153 0.03415349
6.2650104 0.039355334 0.021369874
6.4513144 0.07353157 0.05760358
6.219396 0.04920995 0.04466164
6.2204733 0.121682376 0.044418506
6.1627 0.047428016 0.042795893
6.3135953 0.04786573 0.034479126
6.1907463 0.0686306 0.040789742
6.1300244 0.24719255 0.05652109
6.0576315 0.23814087 0.07389379
6.2353845 0.097504295 0.039916623
6.317012 0.37913308 0.091240615
6.44764 0.0723136 0.056017403
6.226114 0.041148435 0.052497882
6.065801 1.8707358 1.0163234
6.194507 0.27161458 0.06331254
6.400395 0.113542184 0.041666813
6.3260436 0.2779005 0.04546748
6.276443 0.27598548 0.063455276
6.217805 0.05723816 0.035200037
6.056069 0.076419316 0.04258931
6.0750628 0.07390794 0.036858916
6.4827433 0.06830036 0.03099572
6.0574455 0.08668591 0.044208426
6.2090254 0.10705961 0.030957319
6.463218 0.3329522 0.09720938
6.074089 0.13356592 0.05475353
6.1876893 0.04960342 0.048210442
6.2956944 0.07011967 0.042362634
6.2661643 0.060209345 0.05490676
6.40731 0.010600475 0.018939557
6.4975653 0.049479343 0.033134017
6.127144 0.14873794 0.043469805
6.205387 0.627942 0.15710431
6.2202244 0.5170212 0.069254234
6.2533793 0.03227747 0.040433224
6.262094 0.22894022 0.6952708
6.249396 1.62195 0.57838655
6.2216496 0.036636274 0.04553022
6.328038 0.041052975 0.033907436
6.2144356 1.223281 0.7480016
6.058649 0.61487365 0.08363152
6.233909 0.06272953 0.055658303
6.190453 0.007870311 0.027897146
6.2422557 0.0346754 0.02105255
6.080768 0.118779935 0.0508684
6.4523606 0.19101669 0.06830811
6.0580106 0.03272303 0.038126998
6.404086 0.040581822 0.031307995
6.077324 0.10426998 0.042274393
6.2882557 0.9196725 0.1427572
6.0684285 0.10294137 0.040732298
6.086499 0.56409 0.10513458
6.2740755 0.24381721 0.05495841
6.4402776 0.64781076 0.1669114
6.247685 0.2212069 0.07572762
6.2201147 0.0379419 0.027250975
6.2530646 0.09269491 0.050725885
6.24255 0.012838701 0.023163231
6.165707 0.041349832 0.04956317
6.3134246 0.098200634 0.03562141
6.206785 0.39775893 0.10359256
6.1884317 0.12147307 0.04384205
6.214575 0.053997464 0.034243885
6.1388783 0.035042923 0.027093772
6.1566925 0.123078115 0.044845942
6.4308205 0.2516616 0.061014537
6.2330446 0.05642206 0.0365257
6.2290745 0.38953027 0.039498664
6.07504 0.07670316 0.058131833
6.3890953 0.028986635 0.033902787
6.277107 1.0120919 0.15144293
6.076385 0.35539648 0.0863917
6.246786 0.06307341 0.033708647
6.3431144 0.07361235 0.052475266
6.1969357 0.08247301 0.031656947
6.473749 0.06168701 0.03054925
6.106046 0.12539242 0.03998086
6.366762 0.6871044 0.281987
6.0607843 0.08642135 0.034546383
6.231756 0.09734784 0.056295257
6.1205935 0.15931305 0.034940258
6.281956 0.1267385 0.03919954
6.225088 0.2744899 0.07630182
6.1258373 0.29697615 0.07059444
6.133616 0.3792951 0.06218102
6.3570724 0.06258332 0.03752402
6.319414 0.050972946 0.032017995
6.1358886 0.11940728 0.04502063
6.275744 0.042870387 0.026266433
6.058465 0.3669565 0.04972383
6.1771536 0.24119973 0.043257028
6.165657 0.07159534 0.03548292
6.1031237 0.07890242 0.028144512
6.291482 1.4915819 0.103083774
6.174664 0.014935254 0.015714299
6.3313866 0.05177542 0.027041262
6.3920493 0.17705873 0.044728488
6.1466165 0.039887775 0.041700352
6.138373 0.054469813 0.049083866
6.1165724 0.06667596 0.03418301
6.346183 0.14704019 0.03665046
6.186572 0.253539 0.05019941
6.170168 0.05483019 0.05729341
6.4712634 0.24693982 0.12022001
6.295192 0.2029958 0.029781982
6.2060018 0.027525373 0.036875825
6.286072 0.24313328 0.08876774
6.3535533 0.0803782 0.030438555
6.1290393 1.4903564 0.123911515
6.340403 0.081977166 0.02608862
6.351855 0.6500397 1.2042727
6.110475 0.040587883 0.04304464
6.4362936 0.056575425 0.04746601
6.300283 0.042662147 0.037195463
6.1247153 0.017033018 0.028984739
6.286204 0.6207053 0.09756583
6.410069 0.11625794 0.051203936
6.4121304 0.07004294 0.03679597
6.15777 0.07548793 0.045264587
6.0549116 0.14685272 0.055376776
6.1718516 0.28430957 0.08822516
6.1821356 0.7733036 0.113003924
6.4887266 0.036629707 0.05263271
6.0753164 0.3438959 0.08579124
6.381921 0.031933386 0.040295694
6.257839 0.04300226 0.029792616
6.4274426 0.022461116 0.019091344
6.187317 0.12416779 0.04973049
6.1723475 0.0373691 0.02749091
6.103909 0.120126605 0.04134836
6.446069 0.033271275 0.022319766
6.3804216 0.6188459 2.8887603
6.227931 0.06999155 0.03449505
6.2224073 0.77468354 0.18331872
6.2927113 0.18894646 0.039997634
6.1811495 0.0889196 0.045675594
6.0628214 0.041076098 0.045321755
6.3840976 0.20164776 0.054748785
6.28203 0.5957951 0.11281465
6.392558 0.13152896 0.037927933
6.0938168 0.11457791 0.040649954
6.3367767 0.060669005 0.034990534
6.2110457 0.2117177 0.05945452
6.1719904 0.39971995 0.08180345
6.3487954 0.023424804 0.032870796
6.231924 0.60979223 0.07902892
6.0862746 0.033507362 0.040217817
6.430983 0.03039968 0.03725046
6.124411 0.09376511 0.036894757
6.4219527 0.1438154 0.05531458
6.3529477 0.10564813 0.059940435
6.2176995 1.1007576 0.05429801
6.20941 0.08493842 0.04207571
6.067164 0.2673255 0.05393551
6.3394046 0.14343083 0.06460435
6.2864976 2.2404156 0.33069006
6.4528275 0.03276302 0.026265612
6.191112 0.05903579 0.046606105
6.255937 0.049292408 0.03216628
6.42316 0.06913668 0.049791798
6.115311 0.26330605 0.05835173
6.072482 0.04833451 0.057526693
6.213847 0.052969996 0.041935977
6.0570774 0.020690154 0.030619463
6.4346333 0.074844085 0.04962078
6.305835 0.31910777 0.0630823
6.248869 0.08492306 0.054062344
6.2072716 0.27840015 0.032119792
6.2081113 0.13071029 0.034465097
6.4233284 0.99995774 0.52007765
6.195478 0.29565853 0.06796391
6.3805056 0.06575562 0.03233025
6.1077423 0.09816519 0.040720865
6.1768074 0.066260494 0.031281244
6.4660387 0.03861588 0.04119319
6.487564 0.043813802 0.044485617
6.329197 0.05386682 0.0360826
6.2240524 0.097730584 0.04395569
6.289284 0.16522421 0.043384276
6.2510247 0.092196636 0.038518906
6.2598896 1.5637923 0.08738403
6.074404 0.07898264 0.042184558
6.338036 0.1321816 0.034463953
6.2530384 0.14113314 0.053418856
6.164669 0.13852102 0.055232648
6.3276987 0.030285131 0.029798642
6.390724 0.09447447 0.04090262
6.3834367 0.12730005 0.049420588
6.1032076 0.11236397 0.054585434
6.1119967 0.091086574 0.026944004
6.3594246 0.14104433 0.05177158
6.380775 0.08123689 0.036848716
6.340404 0.5324172 0.124247566
6.234118 0.101000145 0.04248313
6.2820582 1.1615884 0.12016454
6.1836843 0.054726917 0.040423203
6.2663274 0.8017528 0.343026
6.440325 0.16698985 0.06470583
6.2720685 0.5892773 0.23181744
6.234665 0.01846645 0.035112835
6.393575 0.05518874 0.03361585
6.224609 0.026737727 0.037996445
6.275182 1.4791685 0.096153855
6.29943 0.11005002 0.045468282
6.334977 0.116789855 0.072772086
6.1559744 0.02023766 0.027883638
6.1951466 0.09266665 0.036779042
6.4144087 0.03649027 0.046472877
6.398218 0.116767935 0.06241509
6.2809606 0.06082937 0.042811424
6.255677 0.09182978 0.04626645
6.1547003 0.2799953 0.04843772
6.2544446 1.3738472 0.07033979
6.352767 0.22799587 0.040490665
6.2694006 0.49781707 0.049315117
6.2156177 0.091573626 0.044012006
6.097725 0.1408983 0.051025067
6.1217303 0.03454616 0.037991296
6.138221 0.036389694 0.03765602
6.3901997 0.087931775 0.05333607
6.4491243 0.23032737 0.07630944
6.266165 1.1566794 0.11370614
6.25668 0.47378746 0.066214114
6.066159 0.34932563 0.06001082
6.159873 0.0888406 0.033260077
6.307843 0.33610037 0.07403524
6.298865 0.073656715 0.03430191
6.0990305 0.056206614 0.035443682
6.210218 0.17955624 0.26325646
6.248541 0.018459177 0.031587362
6.0650673 0.08675444 0.03408819
6.3702784 0.10604089 0.0438004
6.321795 0.08930286 0.033413388
6.4116154 0.028987981 0.039807025
6.355822 1.8021727 0.27104566
6.285114 0.36555514 0.05306994
6.3660297 0.021620596 0.047211777
6.36003 0.081584714 0.040495686
6.285039 1.2746639 0.15684444
6.3780932 0.059158552 0.030615805
6.380178 0.37043947 0.15640998
6.2260957 0.26771995 0.10623678
6.142273 0.089587025 0.04036979
6.2908874 0.14148676 0.04099066
6.125986 0.057735678 0.04311002
6.4861135 0.06323079 0.03736171
6.228339 0.015688542 0.037088905
6.394996 0.09470546 0.031288177
6.26346 0.5904489 0.054649755
6.3248177 0.29757568 0.04142573
6.1860976 0.05261697 0.04854541
6.439021 0.081873454 0.031210689
6.277863 0.1062702 0.03691652
6.43431 0.3792113 0.052536946
6.2720056 0.06854227 0.04773898
6.4545264 0.06734403 0.037449934
6.4935474 0.0744493 0.043841645
6.131827 0.084766544 0.048764933
6.3495317 0.116191044 0.044177905
6.3563414 0.113880925 0.05044862
6.4361105 0.1304735 0.061527852
6.0854807 0.75037223 0.08829405
6.107879 0.035270914 0.05033708
6.482849 0.105555184 0.041049622
6.3505273 0.2059109 0.07824017
6.082537 0.034111887 0.051261142
6.432212 0.105970226 0.047512315
6.4073906 0.30991158 0.0609088
6.17014 0.085149564 0.035776112
6.424639 0.06050028 0.039329566
6.2564306 0.041735444 0.030231126
6.3065453 0.0527163 0.025776714
6.451914 0.112701304 0.03564477
6.1622066 0.06382341 0.048352685
6.4685717 0.07419956 0.03310965
6.1965466 0.16598095 0.055193946
6.4700794 0.0711057 0.040742937
6.353517 0.13460898 0.028601717
6.129387 0.1953032 0.08947051
6.4927187 0.072460055 0.02910135
6.0936017 0.10272811 0.03287625
6.4963107 0.7230119 0.09795009
6.3856783 0.024162414 0.030004593
6.087558 0.2542195 0.048423797
6.116729 0.12574947 0.09350967
6.2685485 0.25881854 0.12008294
6.384837 0.020236634 0.032655347
6.2364697 0.101034366 0.056632034
6.142176 0.18450868 0.06667082
6.191488 0.10338158 0.029667461
6.0846276 0.066686705 0.038662132
6.2748117 0.06987978 0.04053094
6.3060374 0.10841817 0.064518005
6.0884566 0.9636628 0.115367256
6.4084964 0.023358079 0.028512457
6.3360953 0.044791646 0.02712559
6.104852 0.042427614 0.038342636
6.3279 0.5866126 0.07252239
6.150505 0.9774202 0.21973744
6.230221 1.3551908 0.24816857
6.1395607 0.17504066 0.05797236
6.288576 0.53740925 0.05508506
6.166151 0.090230785 0.0405687
6.1544595 0.084882036 0.039379753
6.289236 0.09658067 0.04198517
6.217219 0.21058466 0.0620453
6.233676 0.10847597 0.039411288
6.2439976 0.055211157 0.04539168
6.4215975 0.46083358 0.2112217
6.2457395 0.030717961 0.026337802
6.490661 0.035569333 0.026821105
6.259855 0.020055374 0.02201537
6.1310806 0.032491818 0.024700608
6.2943954 0.09685555 0.066930026
6.167078 0.06947041 0.037084486
6.1190395 0.026808074 0.022569569
6.275313 1.1198035 0.44683588
6.2217274 0.25279623 0.07144148
6.4014583 0.07006831 0.026024595
6.283123 0.113157056 0.037088543
6.1583414 0.4974573 0.07479304
6.163488 0.025750969 0.025983296
6.49707 0.087362394 0.056160934
6.2831593 0.18034133 0.06082513
6.0749335 0.039029937 0.023554005
6.2417173 0.14038211 0.07107972
6.286192 0.42944387 0.06432445
6.067502 0.056586914 0.06735749
6.472083 0.19683473 0.085535534
6.311103 0.122956425 0.05365962
6.4644446 0.017768634 0.03631119
6.356228 0.05032168 0.022173302
6.376384 0.019059071 0.024677506
6.170474 0.03273068 0.03908742
6.258743 1.2745147 0.1112063
6.340877 0.094268054 0.037321184
6.155007 0.02539375 0.032410208
6.4083366 0.04615672 0.037621267
6.3883963 0.49044406 0.11557165
6.3335075 0.1124529 0.06134065
6.0776544 0.5305467 0.18349816
6.112118 0.07355326 0.046757817
6.2896237 0.0068691117 0.023218833
6.4886317 0.082208894 0.040639948
6.172378 0.048991144 0.034916252
6.2233887 0.031231528 0.039777894
6.18343 0.19225167 0.049890958
6.1717563 0.2879717 0.056598477
6.0873647 0.08329008 0.0320438
6.3557982 0.1280939 0.033843983
6.2407093 0.09301801 0.05577317
6.357135 0.06977876 0.027806172
6.4757776 0.03564742 0.02868774
6.3663454 0.031312317 0.03128851
6.452596 0.028961226 0.030734621
6.2650223 0.05050995 0.03359658
6.1120486 0.080870785 0.048299972
6.104464 0.028769393 0.030474162
6.2746363 2.084855 0.22709902
6.114656 0.055241417 0.034443613
6.155399 0.1103744 0.03465778
6.093426 0.03400301 0.023332547
6.4799757 0.09984527 0.05945605
6.1483817 0.05179459 0.036247432
6.328295 0.35557148 0.123950504
6.0919394 0.943282 0.11490326
6.200581 0.40044418 0.08651774
6.1472383 0.11244804 0.042859666
6.4413676 0.09954133 0.038148414
6.382248 0.12802365 0.050996084
6.3639035 0.07807218 0.05837134
6.2639375 0.05201752 0.03635327
6.1057496 0.30221766 0.24341749
6.341541 0.055806648 0.036435783
6.297284 0.14312658 0.0713641
6.2965364 0.06552802 0.06516783
6.2194734 0.4326297 0.1354462
6.3357434 0.017563278 0.02151151
6.270958 0.23115864 0.042452794
6.1889906 0.19319248 0.106960446
6.0628085 0.44523776 0.06228241
6.112807 0.016916243 0.02872132
6.2167263 0.027250031 0.018725252
6.0594773 0.17523181 0.45114496
6.4374914 0.10410578 0.04094339
6.078729 0.06059605 0.03130246
6.4698253 0.069967985 0.037045915
6.43394 0.13087612 0.038272314
6.4383836 0.046556287 0.028908022
6.3017316 0.06809805 0.029869877
6.128496 0.2038201 0.03339911
6.4933314 0.037976947 0.03475056
6.3240294 0.05918321 0.04793402
6.4321146 0.04049928 0.040270157
6.2260056 0.034864165 0.033711627
6.4253845 0.06280635 0.039439198
6.3826146 0.009151202 0.027859123
6.16752 0.1845253 0.048359454
6.2880125 0.24539918 0.043297842
6.2809653 1.3055557 0.12014515
6.1984982 0.0704603 0.040686518
6.4125977 0.006832079 0.034447223
6.0605903 0.3185924 0.08592681
6.4053526 0.060520187 0.02673206
6.403124 0.038813572 0.040241867
6.073942 0.03905088 0.04196996
6.318589 0.11434315 0.03932418
6.408475 0.05461192 0.026049038
6.4290075 0.03569563 0.029419474
6.1608825 0.3100729 0.08555538
6.314687 0.25745732 0.15531957
6.1167192 0.10999944 0.03557705
6.1390676 0.060386937 0.050703008
6.4470644 0.21743193 0.057089493
6.281871 0.59348536 0.109718025
6.2355847 0.06851609 0.04155648
6.225483 0.76740396 0.4762798
6.189983 0.159678 0.044096265
6.0879283 0.8709313 0.091212764
6.058226 0.07960021 0.04086326
6.207571 0.0050673154 0.050267853
6.105663 0.05761511 0.03903331
6.345405 0.03148097 0.024046045
6.145445 0.08719951 0.040436443
6.170361 0.033778682 0.04208967
6.0574064 1.5290581 0.2962338
6.2207656 0.032101437 0.037410285
6.134212 0.04142736 0.030505095
6.4542274 0.05414382 0.041454565
6.070572 0.12626685 0.048582394
6.234183 0.06674802 0.06831763
6.405802 0.07489275 0.0870369
6.2379003 0.6551294 0.056467842
6.382617 0.045223296 0.022690961
6.2033186 0.113330364 0.048382238
6.21352 0.20149612 0.04072692
6.2256393 0.014238094 0.02705329
6.425902 0.09016893 0.05233724
6.1860056 0.012840092 0.041709602
6.456427 0.10853673 0.034198146
6.4141455 0.03525104 0.03977396
6.2044463 0.058733195 0.026644815
6.25882 0.054740757 0.026197266
6.0857434 0.5266021 0.062704906
6.2611156 0.29696587 0.07698541
6.1066117 0.30961034 0.055883255
6.1179357 0.09332949 0.036676336
6.1985874 0.12603053 0.067430384
6.39218 0.045738444 0.046390783
6.464045 0.049259953 0.06538796
6.1215434 0.027002629 0.044400427
6.2448125 0.3152809 0.041253816
6.265292 0.19060317 0.031820234
6.425933 0.02548417 0.02094645
6.3967023 0.052264202 0.026961805
6.200789 0.03314284 0.027905278
6.3017063 0.08487744 0.023381805
6.2225714 0.3726473 0.13548423
6.3635974 0.17499408 0.05055484
6.30354 0.045962404 0.030563222
6.0931697 0.399387 0.044224724
6.2818007 0.109732844 0.039406367
6.356855 0.101609044 0.048849687
6.280057 0.080476165 0.042646453
6.2828345 0.06599694 0.055621386
6.222429 0.09097624 0.02851092
6.17691 0.031243414 0.031039743
6.3748403 0.09258701 0.05548215
6.2929735 0.20557272 0.051019765
6.2360544 0.03425344 0.038050577
6.283104 0.21770398 0.047618162
6.2535048 0.28077036 0.042046044
6.204181 0.071186624 0.032525893
6.3314705 0.28054097 0.03673182
6.285144 1.1612875 0.1177834
6.176113 0.13095832 0.05650787
6.2326574 0.07206642 0.04218981
6.0833206 0.113320425 0.064077385
6.080869 0.023486272 0.033474203
6.168597 0.059478242 0.02592305
6.217591 0.16578516 0.08252465
6.256925 0.103283055 0.06159986
6.0682034 0.15010022 0.037932336
6.1612267 0.086228095 0.037316475
6.2201734 0.76477677 0.24135128
6.2547565 0.053349644 0.051824797
6.2564564 0.2071376 0.051713005
6.1940465 0.25441486 0.28690112
6.2698936 0.21613272 0.09431501
6.3429036 0.15948303 0.07605344
6.283065 0.12878613 0.039731514
6.4533033 0.07956873 0.041059855
6.436781 0.03636554 0.046011835
6.2825937 0.10265798 0.06002406
6.259308 0.07483462 0.037236758
6.462694 0.05665428 0.034352664
6.292778 0.13608082 0.04408132
6.1610584 0.14376815 0.05138239
6.2138968 1.4059842 0.4056606
6.3004837 0.032706957 0.023246875
6.094624 0.07885577 0.044431824
6.254281 0.06762914 0.040083453
6.4715304 0.088968426 0.08215153
6.183737 0.36770317 0.19148506
6.1375737 0.028110554 0.031620864
6.226366 0.09360471 0.07866814
6.193315 0.07894905 0.044941284
6.2589307 0.056303576 0.051594205
6.2143917 0.05830192 0.031687118
6.2172475 0.06074513 0.054193124
6.1196 0.032976493 0.03539929
6.378984 0.047797512 0.032562673
6.2484145 0.05907531 0.034872618
6.289864 0.04894801 0.03534394
6.3305516 0.049925063 0.025585113
6.179771 0.04391197 0.036375888
6.3044586 0.119488135 0.045191143
6.3288155 0.9314368 0.5438003
6.1953425 0.07666408 0.037200276
6.1035757 0.42646527 0.06011344
6.268633 0.42093772 0.10009161
6.2566504 0.061840117 0.041784942
6.327552 1.2584355 0.4001884
6.150106 0.09167009 0.040067654
6.2578564 0.01718752 0.041980013
6.053917 0.091427624 0.02958011
6.337444 1.4317076 0.5736127
6.327713 0.31213093 0.12241384
6.055509 0.09865729 0.043711808
6.243014 0.10192941 0.039531376
6.175857 0.05698306 0.0430561
6.2307653 0.061064955 0.044458788
6.385329 0.053026658 0.041786287
6.108876 0.06911694 0.04101297
6.3456345 0.12482318 0.046068087
6.142659 0.6879775 0.07505655
6.27156 0.08685799 0.038485434
6.0975313 0.046231143 0.023314606
6.2988434 0.062068522 0.037242368
6.274528 0.05152756 0.0916401
6.421794 0.042099625 0.041304886
6.383909 0.19018108 0.054849464
6.376615 0.027606748 0.03143036
6.207673 0.08585561 0.048685852
6.379495 0.12028688 0.045395985
6.4013515 0.12591225 0.038950536
6.2718396 0.16153517 0.089404605
6.139889 0.010867052 0.020316845
6.382047 0.04590938 0.034806952
6.2159534 0.21784523 0.048182294
6.4326687 0.20810847 0.053256456
6.1562357 0.13342513 0.061049033
6.2082205 0.05580381 0.04558587
6.326557 0.13047136 0.06961395
6.427461 0.08883722 0.054752316
6.2792225 0.11006061 0.03807188
6.227305 0.27207926 0.07418231
6.076029 0.17106985 0.05333173
6.228791 0.08091476 0.040244352
6.3505135 0.05149083 0.050787766
6.1029944 0.06785605 0.037556425
6.246849 0.28990984 0.038737267
6.264731 0.05744 0.04225343
6.0578823 0.045064975 0.035660837
6.078289 0.056499522 0.037998144
6.4844937 0.036872625 0.034276072
6.121199 0.041224174 0.04900838
6.264141 0.3190861 0.056451276
6.1898785 0.027995177 0.030323831
6.3912625 0.09194635 0.044066574
6.396217 0.97011524 0.21229978
6.3003917 0.05801915 0.039893206
6.2631836 0.2968031 0.092423156
6.3985806 0.0305332 0.039671138
6.2775283 0.079034425 0.032777842
6.142032 0.11475509 0.04418795
6.2888107 0.110574506 0.04847348
6.320683 0.18546869 0.037409797
6.247107 0.1763868 0.07767676
6.0869575 0.026639933 0.048625752
6.49223 0.8093333 0.14571415
6.0560346 0.904272 0.084461756
6.1201105 0.1957042 0.33381277
6.240431 0.080030896 0.040987402
6.1112094 0.13797905 0.040845785
6.2744317 0.06316415 0.024870262
6.203176 0.10271185 0.046650648
6.2922797 0.45618063 0.07848593
6.2858205 0.05353887 0.027695248
6.0525527 0.043043014 0.030576
6.4417977 0.05853573 0.03226095
6.1211762 0.044668175 0.031316124
6.432312 0.083017 0.037138734
6.4694495 0.36021936 0.07991559
6.2569847 0.179148 0.056626484
6.4039035 0.07906801 0.04181697
6.242103 0.022562727 0.030236319
6.4297004 0.041366067 0.0286449
6.0882645 0.049428057 0.035165366
6.0968137 0.10931126 0.034527376
6.475154 0.0840712 0.031794295
6.484224 0.05371276 0.03569961
6.328866 0.04409081 0.03508436
6.2645082 0.04039337 0.033183776
6.374404 0.015131712 0.030044505
6.058038 0.062458616 0.050152615
6.206594 0.054440763 0.03327816
6.498256 0.06437594 0.05511166
6.0815725 0.033454277 0.02816125
6.131477 0.0491922 0.048680574
6.353821 1.4452261 0.5190016
6.399359 0.08723692 0.052030105
6.0812035 0.06347561 0.047069676
6.4342375 0.10656238 0.04635647
6.2011423 0.03495671 0.035570625
6.0979166 0.11721376 0.05631044
6.484667 0.048613105 0.039941836
6.209368 0.058460943 0.03195109
6.421768 0.057189744 0.03234803
6.428128 0.22030537 0.03755612
6.143948 0.1603492 0.050143186
6.1099496 0.04190341 0.04698916
6.303464 0.17258035 0.07021673
6.079214 0.018214911 0.04769136
6.2507052 0.023005359 0.028033227
6.0642843 0.063449964 0.03757404
6.4181337 0.022672443 0.027761104
6.2500505 0.07947559 0.03773039
6.262578 0.65134543 0.1031021
6.3148923 0.038574647 0.028411422
6.2277746 0.16370131 0.05084014
6.119183 0.13229027 0.04239888
6.1740584 0.015866553 0.031731457
6.207318 0.09263378 0.051434517
6.1182504 0.025240859 0.047980662
6.0721855 0.094406955 0.050224945
6.362651 0.10719191 0.033763774
6.0759068 0.19593753 0.052956566
6.1129165 0.09174582 0.03555509
6.176129 0.076655924 0.040820137
6.2084312 0.05391647 0.031127151
6.167939 0.054312974 0.042421594
6.134209 0.056477766 0.04747136
6.243529 0.032413937 0.045698646
6.405412 0.21560791 0.06602985
6.2414355 0.04658933 0.047831427
6.324576 0.052175865 0.033464763
6.2948914 0.7603092 0.1771426
6.4342093 0.03540761 0.057743203
6.1484 0.030576285 0.038879853
6.208933 0.0707475 0.032858204
6.1432753 0.3852555 0.1733254
6.267687 1.6378618 0.11362082
6.207418 0.27896586 0.060582295
6.137101 0.04116736 0.030383034
6.231975 0.025447851 0.054986354
6.492337 0.15345728 0.04167877
6.200469 0.034944236 0.03587727
6.479043 0.073218755 0.04887723
6.115644 0.122185834 0.05467925
6.4428215 0.19496934 0.034130882
6.3979087 0.088707685 0.053920545
6.2253733 0.14151286 0.058629166
6.112024 0.020537226 0.026451882
6.3065615 0.025620336 0.034639396
6.118181 0.15150422 0.03489578
6.0674987 0.10058969 0.038312376
6.0997725 0.053094547 0.041032597
6.1291347 0.079458974 0.056392245
6.375619 0.050758358 0.029154832
6.4545813 0.07473509 0.06764299
6.2721934 1.0846438 0.21799666
6.2383547 0.105318144 0.035407156
6.2620955 0.90774447 0.17584409
6.3752823 1.4715223 0.9467919
6.438131 0.20137 0.051157888
6.4644628 0.068457395 0.047104385
6.2713075 0.7415101 0.22913907
6.3768406 0.172119 0.04209054
6.4806557 0.05181111 0.036174033
6.29736 0.05160017 0.034755103
6.2965093 0.03392119 0.023833573
6.2617135 1.0844759 0.12993585
6.366636 0.055459704 0.035775553
6.2571874 0.6760336 0.043417852
6.258731 0.060286053 0.029805075
6.3590403 0.017468901 0.02812171
6.135841 0.26864898 0.07242524
6.38699 0.07614906 0.04337978
6.293706 0.22226827 0.062350113
6.279692 0.0786479 0.039003562
6.4952006 0.08931282 0.04446346
6.0786223 0.038787138 0.035267796
6.2619576 0.44926405 0.081767686
6.156989 0.06362661 0.05141426
6.2938294 0.47479752 0.06339364
6.4135365 0.016285865 0.034143258
6.2355 0.056692384 0.06039394
6.118071 0.1033851 0.06246772
