Bcmass tau  tauerror
6.1596 0.059183415 0.03633313
6.4900374 0.06622758 0.03123273
6.209236 0.12283096 0.04379994
6.302208 0.65923405 0.09134555
6.213844 0.040665306 0.034385916
6.1312165 0.09575688 0.043320965
6.2513504 0.31021613 0.07067904
6.2356787 0.054074604 0.037987463
6.071271 0.069504015 0.033344004
6.246063 0.31490874 0.039378613
6.2164154 0.10190969 0.06290594
6.229179 0.06850219 0.025281556
6.2745967 0.02293195 0.045595273
6.3422694 0.09320411 0.03742159
6.4409256 0.10562233 0.05008815
6.057869 1.7910863 0.17573775
6.277476 0.072834104 0.042797767
6.283461 0.41778612 0.057971593
6.064707 0.08964172 0.037280887
6.1176615 0.089895554 0.034021642
6.081982 0.01347713 0.040210858
6.118754 0.07844359 0.04300558
6.3118014 0.09050657 0.035064343
6.3290353 0.21603319 0.10190836
6.358443 0.14826381 0.048658106
6.0853405 0.07839288 0.042557538
6.2692065 0.016907638 0.033666275
6.240986 0.04545214 0.026819317
6.119224 0.053357948 0.026903313
6.2232556 0.44595292 0.33909672
6.3546033 0.03246915 0.05103461
6.055345 0.084391624 0.041950237
6.4893756 0.05082724 0.031795982
6.467325 0.031629395 0.029212568
6.2980685 0.79100776 0.12819554
6.161202 0.028083587 0.046283893
6.227287 0.46260962 0.065901235
6.199253 0.032544352 0.03753744
6.284153 0.083955266 0.05068222
6.052094 0.77895296 0.16910128
6.089779 0.6517633 0.16949381
6.3639245 0.06225881 0.0340407
6.0602603 0.059969563 0.04186613
6.074547 0.13688293 0.049183358
6.4143133 0.2997113 0.06909938
6.199804 0.21383242 0.061255123
6.1354628 0.055300847 0.09748056
6.2635274 0.04529698 0.0517886
6.382959 0.03884411 0.055120952
6.136072 0.13213058 0.12825415
6.202229 0.06991697 0.0606106
6.2159653 0.024613667 0.033290125
6.0664105 0.16233729 0.06416203
6.4658113 0.085396186 0.042549428
6.4699173 0.119133055 0.04299436
6.20878 0.6913612 0.0956005
6.125029 0.11380768 0.029627152
6.083013 0.25627106 0.079592876
6.37185 0.4057395 0.16829516
6.394321 0.106011145 0.083919905
6.2410865 0.054667313 0.02943476
6.1690927 0.035680186 0.03191537
6.241272 1.2434286 0.107359916
6.166734 0.038501482 0.034329016
6.0989723 0.036533255 0.038591724
6.2254305 0.05728843 0.04159965
6.2397227 0.07789388 0.03657587
6.3577337 1.0822371 0.11644552
6.20449 0.27678913 0.055451583
6.257224 0.03923526 0.0361659
6.421866 0.079642124 0.046748027
6.167151 0.037681915 0.037487276
6.2410975 1.1791149 0.12194168
6.124371 0.069529794 0.042616382
6.3607483 0.09226347 0.055773035
6.3259478 1.7590492 0.39425185
6.0729194 0.29638577 0.042121362
6.310821 0.3449555 0.06676869
6.2663383 0.27708632 0.04007619
6.1006103 0.052150466 0.04089887
6.493036 0.085960254 0.040833596
6.1125255 0.1639532 0.12245259
6.0660925 0.09278553 0.036932055
6.154059 0.040676247 0.042384315
6.346376 0.07457893 0.040174603
6.074444 0.7139938 0.07307034
6.492547 0.07182342 0.06092852
6.246058 0.07433694 0.049081545
6.0687413 0.17077243 0.06912326
6.369721 0.14298065 0.08062553
6.0509443 0.02738817 0.034031074
6.161229 0.034039307 0.029092342
6.2980747 0.058235403 0.04099864
6.4936876 0.109229326 0.046577662
6.273393 0.033693753 0.024308382
6.2851286 0.37403652 0.17186052
6.4595013 0.03090363 0.08426743
6.1723137 0.074523516 0.036536556
6.1988215 0.11080458 0.05979123
6.195446 0.09164265 0.052570984
6.190556 0.10444791 0.036656514
6.2895927 1.1688387 0.071242444
6.153277 0.4712333 0.22788966
6.309861 0.42133787 0.04567541
6.2752047 0.025002321 0.025310777
6.3031282 0.03678263 0.037339233
6.118727 0.0585433 0.041598313
6.0714464 0.035212465 0.029535623
6.1063094 0.59206957 0.5440583
6.084141 0.04270706 0.060339984
6.2694764 0.048677616 0.030586917
6.2979054 0.08033072 0.046456963
6.119873 0.6832859 0.36874524
6.060278 0.17731394 0.057030756
6.289902 0.28063163 0.065227084
6.4043565 0.05123122 0.031645738
6.2185206 0.9592683 0.09710665
6.288874 0.068899706 0.023933448
6.305544 0.044107124 0.04156881
6.332018 0.041339304 0.07323351
6.407789 0.03638595 0.027324455
6.058143 0.10276239 0.04078264
6.244004 0.16740988 0.048362616
6.090373 0.24194153 0.089885816
6.4218464 0.1886047 0.05439462
6.2146983 0.06210073 0.05280154
6.127803 0.083720595 0.049879
6.2099977 0.099748984 0.05219072
6.2583523 0.36546 0.07981922
6.4151754 0.066614784 0.036998674
6.127664 0.12778592 0.06652187
6.0660977 0.5376109 0.096985415
6.2501473 0.06698393 0.037614077
6.056872 0.025897704 0.036139358
6.393414 0.12666693 0.08024669
6.387312 0.11140294 0.04790444
6.325653 0.19035602 0.066859655
6.1976953 0.047374032 0.0410634
6.368965 0.07433486 0.035115615
6.4315557 0.055424727 0.040602583
6.478721 0.5966252 0.10215478
6.184022 0.15673582 0.037999716
6.377659 0.14071853 0.03389603
6.1046963 0.4871693 0.13095182
6.3338404 0.074539855 0.04080869
6.2387524 1.1251572 0.13112287
6.0980105 0.28169426 0.046668906
6.0977592 0.05460492 0.04796957
6.4996586 0.03783504 0.041537035
6.247185 1.1942005 0.21245964
6.3239527 0.03282434 0.03686907
6.423902 0.045889985 0.043213055
6.116005 0.12628466 0.062182605
6.2879567 0.11556849 0.03602634
6.498105 0.0955701 0.031300005
6.17664 0.3925286 0.05900054
6.2679687 0.61789995 0.09406703
6.235656 0.78486264 0.07413621
6.0709343 0.82964617 0.10010271
6.169618 0.03190521 0.039996
6.4441 0.06407124 0.034917813
6.12883 0.058054995 0.07549154
6.1298456 0.04435146 0.042582303
6.2635136 0.559893 0.045927044
6.135796 0.24313056 0.08202374
6.2514057 0.34471768 0.047206786
6.314166 0.16500263 0.051104285
6.208261 0.06867788 0.042959683
6.443052 0.06536114 0.04645548
6.3906684 0.10189843 0.030858735
6.188355 0.04423928 0.05140746
6.179339 0.04156312 0.029130341
6.288338 0.405075 0.09511038
6.087728 0.07255144 0.042332157
6.348789 0.025161128 0.055923425
6.4718757 0.08222747 0.057203557
6.283203 0.48505053 0.10025921
6.2470145 0.12745252 0.03944025
6.187197 0.11898805 0.04822102
6.352599 1.1182843 0.085056335
6.404075 0.13904648 0.038855113
6.16382 0.14048895 0.036182225
6.4452124 0.06499431 0.032435846
6.159629 0.041760612 0.0412798
6.1979327 0.049265012 0.036401924
6.3478446 0.0886283 0.05059505
6.190035 0.08535189 0.04454705
6.164835 0.15025343 0.044226352
6.4846463 0.039041154 0.03948408
6.0754614 0.07702233 0.03437534
6.2699523 0.08830533 0.042119548
6.4239106 0.017988872 0.025146278
6.4563723 0.19575815 0.04393605
6.46518 0.105086796 0.11415742
6.3830137 0.06568679 0.043329097
6.2370515 0.054795988 0.02984696
6.465955 0.07259068 0.02702327
6.4257703 0.096745476 0.049324155
6.3763666 0.06473593 0.035879407
6.4596148 0.16446948 0.05356493
6.288683 1.0935705 0.08439403
6.285098 0.043591928 0.029261865
6.1886168 0.03624244 0.048407666
6.4936194 0.13255124 0.045588095
6.4994574 0.1326014 0.058649812
6.406659 0.0584185 0.03930276
6.2006364 0.06652663 0.058414258
6.2371883 0.040598992 0.029516418
6.2949452 0.33251762 0.258442
6.0607486 0.094241686 0.04462616
6.251457 0.72261226 0.08924719
6.2253213 0.08156563 0.031589337
6.4955883 0.054051813 0.041852616
6.214734 0.039799266 0.02760559
6.1558385 1.3778874 0.27416292
6.4284463 0.044798773 0.031052247
6.4243217 0.05000669 0.04147645
6.2366366 0.44638854 0.057439793
6.060212 0.025258293 0.026851662
6.2837386 0.51741827 0.1013138
6.3945475 0.08044689 0.06363864
6.456412 0.04290176 0.031063339
6.3485255 0.042672507 0.05580708
6.0573726 1.3556223 0.16014796
6.2410536 0.18490088 0.03606011
6.321577 0.12811646 0.08153438
6.2461343 0.4836755 0.13569504
6.1640344 0.11262812 0.053357523
6.3959236 0.23208514 0.1749927
6.325334 0.13783123 0.059999533
6.191424 0.12017131 0.03739561
6.198413 0.1155901 0.051493473
6.472146 0.063841105 0.054550476
6.4732556 0.08098832 0.17627497
6.2465696 3.7324798 0.54207283
6.340597 0.15852657 0.05447029
6.098744 0.109725215 0.057778742
6.295381 0.070665844 0.037112832
6.346283 0.40653348 0.08012864
6.4107685 0.054509558 0.04215235
6.1420846 0.019020684 0.0340903
6.371182 0.38077253 0.11371452
6.297492 0.20392232 0.06285749
6.22443 0.0707847 0.03474357
6.132975 0.2847134 0.07171835
6.113161 0.022686578 0.024344066
6.253886 0.08691652 0.03792405
6.4167986 0.060028754 0.03029111
6.2570505 0.105911165 0.03128316
6.157143 0.09664342 0.04713372
6.0698614 0.015607345 0.044909284
6.4464426 0.07197199 0.04144426
6.243038 0.10425159 0.041412607
6.3196297 0.6061181 0.083054945
6.277625 0.06699151 0.034714695
6.1622653 0.04237496 0.043657213
6.437798 0.039478503 0.030410174
6.49805 0.08348408 0.036792114
6.4429717 0.063455686 0.05086116
6.130369 0.6397329 0.046877176
6.184991 0.053261038 0.033588193
6.333386 0.009747628 0.038882103
6.421748 0.038872365 0.026526866
6.1553245 0.31165317 0.055039477
6.36188 0.35815352 0.10485532
6.0959196 0.06444861 0.04569577
6.1364765 0.079965435 0.048163924
6.140468 0.12953828 0.03976854
6.130765 0.0427579 0.046196815
6.3342795 0.10291958 0.046313837
6.2017965 0.11194157 0.046223268
6.2672534 0.04849976 0.037265964
6.3474236 0.1697645 0.049676955
6.179691 0.051347736 0.05181683
6.492543 0.087425575 0.028987098
6.253167 0.797932 0.11238572
6.3186984 1.6809725 0.5270749
6.112441 0.11934812 0.050718054
6.299781 0.12156957 0.039705586
6.3685727 0.10695261 0.045296013
6.126887 0.07465196 0.034323547
6.3634987 0.107510105 0.04606129
6.1416073 0.02583722 0.021167973
6.242875 0.04341126 0.032607652
6.279427 0.7331421 0.25748083
6.0993767 0.09674486 0.03546568
6.062222 0.04252154 0.031880707
6.383086 0.021123257 0.03693736
6.1165032 0.08729481 0.04363326
6.2417474 0.15573551 0.070838906
6.088249 0.05399904 0.027404062
6.231055 0.25332558 0.19259521
6.069246 0.6851778 0.13079236
6.2882333 0.22653773 0.04625241
6.105368 0.058005847 0.031401746
6.190965 0.09769464 0.044922963
6.0682664 0.24824248 0.06454202
6.4804025 0.051138256 0.03736779
6.3155437 0.090611026 0.036335718
6.28991 0.2161767 0.045974314
6.1787934 0.07285265 0.029483473
6.36475 0.12455671 0.050494906
6.181398 0.060518213 0.04348271
6.2744546 0.389755 0.079858616
6.347827 0.039483882 0.037270047
6.1588874 1.318377 0.41288522
6.0735364 0.033859465 0.030940942
6.334176 0.107770815 0.042126004
6.330192 1.2785594 0.08987429
6.3914456 0.027369995 0.053198963
6.4026194 0.013900807 0.03184857
6.127534 0.02301302 0.030945454
6.2344303 0.21312268 0.057279527
6.0765424 0.07272997 0.07011789
6.461802 0.034150474 0.026894405
6.0675693 0.07560913 0.039080642
6.101984 0.039767947 0.038761437
6.332741 0.190875 0.069098346
6.2808113 0.037975427 0.025952425
6.2062955 0.13622357 0.031980786
6.1528997 0.015616992 0.038754437
6.315102 0.2903261 0.06682542
6.225452 0.13823056 0.05630029
6.055673 0.027704578 0.052643664
6.338776 0.19571404 0.055061575
6.2750807 0.092570096 0.038899202
6.2692533 0.03386434 0.027449515
6.219109 0.15348825 0.10582637
6.483832 0.06911403 0.056663413
6.172651 0.05867655 0.050113007
6.229977 0.2774015 0.0755931
6.204082 0.12954637 0.05120228
6.055314 0.08490399 0.049075123
6.243844 0.029093413 0.051408436
6.1999817 0.18495075 0.044088174
6.4686823 0.09731377 0.04687386
6.3651376 0.055987623 0.03477752
6.0544457 0.07246296 0.040634137
6.0573587 0.0325973 0.0208446
6.4290085 0.0682555 0.03917289
6.326992 0.21029413 0.037627745
6.185257 0.02430267 0.053302135
6.4016786 0.07264271 0.1081662
6.291665 1.1748629 0.12801181
6.2987475 0.26295885 0.16539107
6.2674894 0.59759206 0.093697876
6.4726005 0.11786457 0.041587707
6.3120265 0.112868324 0.0583712
6.258609 0.14754844 0.07124515
6.1163974 0.6337585 0.08004495
6.122579 0.017555999 0.03111492
6.450564 0.0348737 0.035786223
6.1953983 0.060117565 0.040440913
6.272933 1.2171099 0.13183106
6.1357336 0.21510142 0.06522178
6.2213836 0.3671218 0.17635095
6.078191 0.09820696 0.038189083
6.082314 0.2556437 0.06271892
6.2483273 0.920609 0.15792201
6.3642535 0.19725193 0.048543125
6.249337 0.09529763 0.035700887
6.422784 0.06690417 0.03694364
6.3301415 0.068419546 0.030207302
6.1888247 0.0920601 0.122574285
6.2059946 0.026635025 0.03423327
6.11565 0.13802733 0.062729925
6.1941104 0.038056534 0.031234872
6.2767715 0.1272395 0.027203705
6.1170864 0.029129345 0.032471247
6.3793488 0.12769166 0.034771424
6.264505 0.067689896 0.050657038
6.1995163 0.080709994 0.044739604
6.4573393 0.09098349 0.04507129
6.413577 0.07314125 0.04016422
6.3011446 0.47206494 0.04935733
6.4618855 0.064672805 0.03738472
6.2130322 0.12307906 0.04501963
6.4080095 0.07692418 0.049852934
6.1919312 0.06342645 0.032600667
6.469754 0.49284506 0.12879454
6.492145 0.04881712 0.037395433
6.1393256 0.35087344 0.07809993
6.165173 0.09869291 0.08300921
6.330926 0.069680706 0.048395663
6.097279 0.11285729 0.042391144
6.4615216 0.015477718 0.033298753
6.454897 0.025280274 0.03695393
6.4383354 0.04540272 0.040014237
6.2911024 0.97005504 0.0962461
6.2096505 0.061768033 0.03680819
6.2055545 0.07862205 0.04014059
6.082423 0.082928374 0.048474733
6.3851213 0.07673723 0.030109208
6.3312716 0.036487103 0.02812168
6.36479 0.102229014 0.03299672
6.3355694 0.033234384 0.031323586
6.2019105 0.12852919 0.037522443
6.1900206 0.11577595 0.04116319
6.0519786 0.054718755 0.050984748
6.1615667 0.39448807 0.11535152
6.155775 0.09393579 0.043647856
6.385163 0.06227168 0.044491004
6.352691 0.087808505 0.03975382
6.3674207 0.017998612 0.032447908
6.1982336 0.6761779 0.17074479
6.4780455 0.06334499 0.030091975
6.238335 0.09738828 0.04755282
6.416342 0.06626801 0.032331973
6.3446426 0.09990981 0.041932274
6.1948414 0.15750605 0.03732669
6.1102915 0.12852268 0.040763985
6.1129785 0.057994727 0.03477702
6.1412377 0.023337623 0.02778575
6.3009176 1.8532805 0.4799318
6.0643325 0.1515929 0.051273454
6.0775385 0.1313074 0.044540215
6.286878 0.1294305 0.059771527
6.1235104 0.04756615 0.044122405
6.211389 0.07262899 0.04856247
6.2671494 0.07824174 0.058253866
6.0512085 0.043128137 0.051438052
6.05429 0.061136756 0.038571354
6.239113 0.091096595 0.031269904
6.320929 0.05632902 0.03102696
6.2121983 0.04160689 0.04131776
6.135462 0.1227404 0.04367473
6.0647163 0.40548867 0.12915227
6.163243 0.07112926 0.034525063
6.464056 0.057867523 0.036843654
6.2103095 0.08321935 0.038795426
6.384008 0.110305585 0.049538657
6.2383547 0.086835556 0.0377977
6.0576825 0.124581 0.05372646
6.310918 0.08037123 0.032432523
6.4417896 0.06410064 0.041962612
6.4645095 0.03742596 0.043025244
6.3468876 0.3859077 0.06721121
6.2154374 0.055098973 0.04212246
6.371562 0.10824641 0.034020104
6.40418 0.072734505 0.036941085
6.1907387 0.025258042 0.03357727
6.081669 0.050815467 0.036896713
6.2870936 0.14747837 0.031018741
6.142475 0.35352388 0.044330284
6.1582136 0.0860475 0.037602313
6.157683 0.070333615 0.058529798
6.394658 0.0929091 0.034829
6.204753 0.16631173 0.06064718
6.214951 0.082143374 0.03829537
6.1763644 0.075274214 0.034879725
6.4085035 0.059547506 0.028781462
6.2336397 0.15381217 0.070999525
6.18258 0.065394185 0.049844377
6.4743257 0.038430136 0.028286062
6.132662 0.31484613 0.2836611
6.252791 0.076767474 0.04015371
6.081857 0.48561922 0.057261012
6.111397 0.021522751 0.039320104
6.2625313 0.06418457 0.0434726
6.361087 0.074273996 0.040126406
6.4072537 0.09494759 0.033586435
6.105582 0.118766226 0.05248298
6.2502694 0.07509191 0.044457838
6.2778983 0.395162 0.0642568
6.1338005 0.6450918 0.097385146
6.3835144 0.028407648 0.028023764
6.0934157 0.2624432 0.05251158
6.0810213 0.052850507 0.031168269
6.19303 0.06597597 0.035532285
6.416758 0.042539123 0.029504176
6.3384695 0.05326036 0.04388818
6.271725 0.03245005 0.03602069
6.438127 0.0351373 0.044404093
6.2013054 0.027039208 0.023095192
6.1646023 0.03267926 0.027068628
6.276184 0.4449902 0.0949475
6.177451 0.066336356 0.045786977
6.0885444 0.048976727 0.043287095
6.3097777 0.01653106 0.028517233
6.241758 0.9923839 0.13957143
6.286187 0.058963936 0.054247383
6.19548 0.056030646 0.031668723
6.267194 0.5476621 0.14816618
6.123047 0.030801501 0.042112872
6.2905307 0.020208737 0.040866617
6.3717566 0.13145998 0.04864176
6.487741 0.039097525 0.029657198
6.1596837 0.04552878 0.027994547
6.2804275 1.0837531 0.19357865
6.3157735 0.042191256 0.028892506
6.211763 0.033395115 0.04655745
6.455358 0.0861148 0.03832645
6.284779 0.13558204 0.04521374
6.4579353 0.03570925 0.031511318
6.263733 3.2350295 0.32075027
6.3300576 0.03519634 0.026691807
6.328287 0.09791997 0.059916522
6.227335 0.085219726 0.06781667
